keyword,gl_account_code
"DTE Energy 800477474","utility : gas : 1108parnell"
"DTE Energy 800477474 230501 - PR","mhb : utility : gas : 905brown"
"DTE Energy 800477474 230501 - PR","mhb : utility : gas : baird"
"DULUTH TRADING","proj exp : clothes"
"DULUTH TRADING STORE PORT WASHIN","dispersement : fb"
"DULUTH TRADING STORE PORT WASHIN","personal : clothes"
"DUNHAMS 139","proj exp : clothes"
"DUNN BROTHERS COFFEE -","bgm : proj exp : dining"
"EASY SAVINGS REBATE DROPBOX CASH","bgm : rebate"
"EASY SAVINGS REBATE RBT AMERICIN","proj exp : lodging"
"EASY SAVINGS REBATE RBT BEACON &","proj exp : lodging"
"EASY SAVINGS REBATE RBT BEACON &","proj exp : meal"
"EASY SAVINGS REBATE RBT BP#59864","proj exp : meal"
"EASY SAVINGS REBATE RBT CASEYS B","proj exp : meal"
"EASY SAVINGS REBATE RBT CIRCLE K","proj exp : meal"
"EASY SAVINGS REBATE RBT MARATHON","proj exp : meal"
"EASY SAVINGS REBATE RBT PIZZA HU","proj exp : meal"
"EASY SAVINGS REBATE RBT SUNOCO 0","proj exp : meal"
"EDGERLYS SEW N VAC","dispersement : fb"
"EDGERLYS SEW N VAC","personal : household"
"EFT S/C REFUND SVC CHG REVERSAL ","bank : fee"
"EFT S/C SVC CHG INTRNTL TR AN - ","bank : fee"
"ENVIRONMENTAL SIMULATI","bgm : equipment : software : license"
"EPICDEALSHOPCOM 8778877815 ES ",na
"ERICKSON APPL N FURNITURE SAULT ",na
escrow,"mortgage : depot : escrow"
escrow,"mortgage : parnell : escrow"
"Escrow auto-disbursement","escrow : dispersement : 891helen"
"Escrow disbursement","escrow : dispersement : 891helen"
"Escrow disbursement","mortgage : escrow : dispersement : 711pine"
"ETERNAL LIFE 502-3483963 KY","dispersement : fb"
"ETERNAL LIFE 502-3483963 KY",personal
"EXPEDIA 7267955799553 EXPEDIA.CO",na
"EXPERIAN *CREDITRE 866-7511320 C",na
EXPRESSVPN.COM,"bgm : internet : website"
"EXTENDED OVERDRAFT FEE","fee : bank"
"EXXONMOBIL 45304169 KROTZ SPRING","auto : gas"
"EXXONMOBIL 47715560 BYRAM MS","auto : gas"
"EXXONMOBIL 47915392 KAPLAN LA ","proj exp : gas"
"EXXONMOBIL 48014864 CHARLESTON M","proj exp : gas"
"EXXONMOBIL 9","auto : gas"
"EXXONMOBIL 96126230 LANSING MI","auto : gas"
"EXXONMOBIL 97416531 OCALA FL ","proj exp : gas"
"EXXONMOBIL 97430482 RAPID RIVER ","auto : gas"
"EXXONMOBIL 97670137 RUSSELL IL","auto : gas"
"FB4 Rental Payment","income : rental : fb"
Fee,"fee : bank"
"FEE  230105 TRANSACTIONAL","bank : fee"
"FEE  230310 TRANSACTIONAL - PREA","bank : fee"
"FEE  230405 TRANSACTIONAL - PREA","bank : fee"
"FIREHOUSE SUBS #11 LAFAYETTE LA ","proj exp : meal"
"FIRST THINGS","dispersement : fb"
"FIRST THINGS","personal : subscription"
"FLAP JACK SHACK","proj exp : meal"
"FLORES MARIAE GIFT SHO","nv : dining"
"FLORES MARIAE GIFT SHO","nv : lodging"
"FLORES MARIAE GIFT SHO","personal : household"
"FOTOFX ARK ENCOUNTER","dispersement : fb"
"FOTOFX ARK ENCOUNTER","personal : entertainment"
"FOUR SEASONS MK","salary : fbreen"
"FOUR SEASONS MKT","salary : fbreen"
"Francis Breen","account : csb"
"Francis Breen","bgm : fbreen"
"Francis Breen - ","account : medical"
"Frank Breen","account : cash"
"Frank Breen","account : csb"
"Frank Breen","account : medical"
"Frank Breen","account : personal"
"Frank Breen","bgm : fbreen"
"Frank Breen","mhb : fbreen"
"Frank Breen","salary : fbreen"
"Frank Breen ","salary : fbreen"
"Frank Breen - ","account : medical"
"Frank Breen - ","account : tax"
"Frank Breen 4","salary : fbreen"
"FRANKS PLACE","dispersement : fb"
"FRANKS PLACE","personal : dining"
"FRANKS PLACE","salary : fbreen"
"FRANKS PLACE - SAULT S","dispersement : fb"
"FRANKS PLACE - SAULT S","personal : dining"
"FRANKS PLACE - SAULT S SAULT SAI","dispersement : fb"
"FRANKS PLACE - SAULT S SAULT SAI","personal : dining out"
"FRANKS PLACE - SAULT S SAULT SAI","proj exp : meal"
"FRANKS PLACE SAULT SAINTE MI","dispersement : fb"
"FRANKS PLACE SAULT SAINTE MI","personal : dining out"
"FROM 00000193102 DATE: 12-19-23 ","account : csb"
"FUJI STEAK HOUS","proj exp : meal"
"GALAXY CINEMAS7","salary : fbreen"
"GATEWAY GIFTS","salary : fbreen"
"GATOR COVE LAFAYETTE LA","proj exp : meal"
"Geode Environmental, LLC","bgm : sub : geode"
"GEOLOGICAL SURVEY 812-855-5950 I","proj exp : maps"
GEOTECH,"proj exp : equipment"
"GEOTECH ENVIRON","proj exp : field equipment"
"Germ Proof Inc","personal : household"
"GETZS DEPARTMENT STORE","dispersement : fb"
"GETZS DEPARTMENT STORE","personal : clothing"
"GFS STORE #092","salary : fbreen"
"GFS STORE #0923","auto : gas"
"GFS STORE #0923","dispersement : fb"
"GFS STORE #0923","personal : groceries"
"GFS STORE #0923","salary : fbreen"
"GFS STORE #0923 SAULT STE MAR MI",na
"GMF Lease","auto : cruze"
"GMF Lease ","auto : cruze"
"GMF Lease WU GMFLeas","auto : cruise"
"GMF Lease WU GMFLeas","auto : cruze"
"GMF Lease WU GMFLeas","auto : lease"
"GMF Lease WUGMLSEFee","auto : lease"
"GOLDEN SOFTWARE 303-2791021 CO","equipment : software"
"GOLDEN SOFTWARE 303-2791021 CO ","equipment : software"
"GOOD RANCHERS, INC.","personal : groceries"
"GOOD RANCHERS, INC.","personal : household"
GOTOCITRIX.COM,"internet : meeting"
"GRAND BEACH RESORT","personal : household"
"GRAND HOTEL LLC 906-8473331 MI","dispersement : fb"
"GRAND HOTEL LLC 906-8473331 MI","personal : vacation"
"GRAND HOTEL MACKINAC ISLA MI ",na
"GREAT LAKES OPT","medical : eye"
"GREAT WALL","dispersement : fb"
"GREAT WALL","personal : dining"
"GREAT WALL CHIN","salary : fbreen"
"GREAT WALL CHINESE RES","salary : fbreen"
"GREAT WALL SAULT ST MARI MI","dispersement : fb"
"GREAT WALL SAULT ST MARI MI","personal : dining out"
"Ground Penetrating Radar Systems","sub : geophysics"
"GUSTO CON 313669","account : ar"
"GUSTO CON 610360","account : ar"
"GUSTO PAYROLL CON 160337","bgm : ar"
"GUSTO PAYROLL CON 166095","bgm : ar"
"GUSTO PAYROLL CON 172210","bgm : ar"
"GUSTO PAYROLL CON 241810","bgm : ar"
"GUSTO PAYROLL CON 604294","bgm : ar"
"Gym 906","salary : fbreen"
"H&M CA #080 - STATION","auto : gas"
"HAMPTON INN","proj exp : lodging"
"HAMPTON INN & SUITES BAY CITY MI","proj exp : lodging"
"HAMPTON INN & SUITES LAFAYETTE L","proj exp : lodging"
"HAMPTON INN & SUITES OCAL OCALA ","proj exp : lodging"
"HAMPTON INN AND SUITES 229-24112","proj exp : lodging"
"HAMPTON INN ANDERSON ANDERSON IN","proj exp : lodging"
"HAMPTON INN GAYLORD MI ","proj exp : lodging"
"HAMPTON INN GRENADA GRENADA MS","proj exp : lodging"
"HAMPTON INN LIMA OH ","proj exp : lodging"
"HAMPTON INN MARION MARION IL","proj exp : lodging"
"HAMPTON INN MCCOMB MCCOMB MS","proj exp : lodging"
"HAMPTON INN MCCOMB MCCOMB MS ","proj exp : lodging"
"HAMPTON INN MT VERNON MOUNT VERN","proj exp : lodging"
"HAMPTON INNS","bgm : proj exp : lodging"
"HAMPTON INNS 517-2799800 MI","proj exp : lodging"
"HAMPTON INNS 765-6626656 IN","proj exp : lodging"
"HAMPTON INNS CORDELE GA ","proj exp : lodging"
"HAMPTON INNS EFFINGHAM IL ","proj exp : lodging"
"HAMPTON INNS SOUTH HAVEN MI ","proj exp : lodging"
"Happy Hounds","dispersement : fb"
"Happy Hounds",household
"Happy Hounds","salary : fbreen"
"HARD WOK CAFE","proj exp : meal"
"Harland Clarke Check","fee : bank"
"HARLAND CLARKE CHK ORDER","fee : bank"
"Health Account","account : health"
HelloFresh,"salary : fbreen"
"HELLOFRESH.COM 800-733","dispersement : fb"
"HELLOFRESH.COM 800-733","personal : groceries"
"HERNANDO TIGER","dispersement : fb"
"HERNANDO TIGER","personal : household"
"HILARY'S RESTAU","salary : fbreen"
"HILLSDALE COLLE","salary : fbreen"
"HLU*HULU 38961389-U","dispersement : fb"
"HLU*HULU 38961389-U","personal : entertainment"
"HLU*HULU 389613892613","dispersement : fb"
"HLU*HULU 389613892613","personal : entertainment"
"HLU*HULU 389613896259","dispersement : fb"
"HLU*HULU 389613896259","personal : entertainment"
"HLU*HULU 389613896498","dispersement : fb"
"HLU*HULU 389613896498","personal : entertainment"
"HOBBY-LOBBY #911","personal : household"
"HOBBYLOBB 4284 S.","personal : household"
"HOLIDAY INN EXP GAS CITY GAS CIT","proj exp : lodging"
"HOLIDAY INN EXPRESS","nv : lodging"
"HOLIDAY STATIONS 0262","nv : auto : gas"
"HOLIDAY STATIONS 0416","nv : auto : gas"
"HOLIDAY STNSTORE 0159 MARQUETTE ","auto : gas"
"HOLIDAY STNSTORE 0262","auto : gas"
"HOLIDAY STNSTORE 0262 SAULT S MA","auto : gas"
"HOLLYWOOD WAX MUSEUM","dispersement : fb"
"HOLLYWOOD WAX MUSEUM","personal : entertainment"
"Holy Name of Mary","bgm : charity"
"Holy Name of Mary","charity : church"
"Holy Name of Mary Parish","charity : church"
"HOMES TO SUITES BY HILTON662-349","proj exp : lodging"
"HOTEL IROQUOIS","personal : dining"
"HUNTER STARTER","equipment : software license fee"
"HUNTINGTON ATM CASH WITHDRAWAL","account : cash"
"HUNTINGTON ATM CASH WITHDRAWAL","dispersement : fb"
"HUNTINGTON ATM CASH WITHDRAWAL","loan : mb"
"HUNTINGTON ATM CASH WITHDRAWAL","salary : fbreen"
"HUNTINGTON BAN/511 ASHMUN SAULT ","account : cash"
"HUNTINGTON BP MERCH PMT 180104","account : bgm"
"HUNTINGTON BP MERCH PMT 180108","account : bgm"
"HUNTINGTON BP MERCH PMT 180129","account : bgm"
"HUNTINGTON BP MERCH PMT 180212","account : bgm"
"HUNTINGTON BP MERCH PMT 180326","account : bgm"
"HUNTINGTON BP MERCH PMT 180420","account : bgm"
"HUNTINGTON BP MERCH PMT 180501","account : bgm"
"HUNTINGTON BP MERCH PMT 180511","account : bgm"
"HUNTINGTON BP MERCH PMT 180801","account : bgm"
"HUNTINGTON BP MERCH PMT 181001","account : bgm"
"HUNTINGTON BP MERCH PMT 181113","account : bgm"
"HUNTINGTON BP MERCH PMT 181221","account : bgm"
"HURON ST PUB AND GRILL MACKINAC ","dispersement : fb"
"HURON ST PUB AND GRILL MACKINAC ","personal : vacation"
"HY-VEE BURLINGTO H","bgm : proj exp : dining"
"HYDRO SPRAY CAR","auto : maintenance"
"HYDRO SPRAY CAR WASH SAULTSTMARI","auto : maintenance"
"IGNATIUS PRESS","salary : fbreen"
"IN *GOODWILL INDUS","personal : household"
"IN *TIMOTHY OCO","medical : general"
"IN *TIMOTHY OCONNOR MD PC903-253","medical : general"
"INDO CHINA GARDEN","dispersement : fb"
INGEOEXPERT,"bgm : prof : training"
"INK & TONER ALT","equipment : office supplies"
"INK & TONER ALTERNATIV","equipment : office supplies"
"insurance escrow disbursement","mortgage : parnell : escrow"
"INT*IN *GOODWIL","salary : fbreen"
"INT*IN *GOODWILL INDUS","dispersement : fb"
"INT*IN *GOODWILL INDUS","personal : household"
"INT*IN *GOODWILL INDUS","salary : fbreen"
"INT*IN *TIMOTHY","medical : general"
INTEREST,"bank : interest"
interest,"csb : loan01 : interest"
Interest,"fee : interest"
interest,"mortgage : baird : interest"
interest,"mortgage : depot : interest"
interest,"mortgage : parnell : interest"
"INTEREST ","bank : interest"
"INTEREST ACCRUED INT ","bank : interest"
"Interest Charge on Balance Trans","fee : interest"
"Interest Charge on Cash Advances","fee : interest"
"Interest Charge on Purchases","fee : interest"
"Interest Charge on Purchases ","fee : interest"
"INTEREST PAYMENT","fee : bank"
"INTERNATIONAL TRANSACTION FEE","fee : bank"
"International Womens Volleyball","salary : fbreen"
"INTERNET PMT TO CCD 011618","credit : voice"
"INTERNET PMT TO CCD 011718","credit : voice"
"INTERNET PMT TO CCD 020918","credit : voice"
"INTERNET PMT TO CCD 022618","credit : voice"
"INTERNET PMT TO CCD 031318","credit : voice"
"INTERNET PMT TO CCD 032618","credit : voice"
"INTERNET PMT TO CCD 040218","credit : voice"
"INTERNET PMT TO CCD 041118","credit : voice"
"INTERNET PMT TO CCD 041818","credit : voice"
"INTERNET PMT TO CCD 043018","credit : voice"
"INTERNET PMT TO CCD 062218","credit : voice"
"INTERNET PMT TO CCD 080618","credit : voice"
"INTERNET PMT TO CCD 080718","credit : voice"
"INTERNET PMT TO CCD 081318","credit : voice"
"INTERNET PMT TO CCD 090418","credit : voice"
"INTERNET PMT TO CCD 100218","credit : voice"
"INTERNET PMT TO CCD 103118","credit : voice"
"INTERNET PMT TO CCD 112818","credit : voice"
"INTERNET PMT TO CCD 121818","credit : voice"
"INTERNET PMT TO CCD 121918","credit : voice"
"INTERNET PMT TO CCD 122118","credit : voice"
"INTERNET TFR FRM CHECKING","account : bgm"
"INTERNET TFR FRM CHECKING","account : debit"
"INTERNET TFR TO CHECKING","account : bgm"
"INTERNET TFR TO CHECKING","account : bgm debit"
"INTERNET TFR TO CHECKING","account : debit"
"INTL DEBIT CARD TRANS FEES","bank : fee"
"INTL DEBIT CARD TRANS FEES","fee : bank"
Invoice,"account : ar"
Invoice,"account : bgm"
"Invoice - AIG","account : bgm"
"Invoice - Zurich","account : bgm"
"INVOL OFFSET","dispersement : fb"
"INVOL OFFSET","personal : household"
"IOWA DNR SALES","bgm : prof : training"
"IPFS866-412-2429 IPFSPMTKYL","insurance : gen-prof liab"
"IPFS866-412-2429 IPFSPMTKYL","insurance : gen-prof liability"
"JACKS GRUB AND PUB BRIMLEY MI ","proj exp : meal"
"Jacksons Lawn Care","salary : fbreen"
"Jacksons Lawn Care","utility : other"
JCPenney,"salary : fbreen"
"JCPENNEY 2482","salary : fbreen"
"JCPENNEY 2625","salary : fbreen"
"JCS SEVIERVILLE SEVIERVILLE TN","auto : gas"
"JCS SEVIERVILLE SEVIERVILLE TN","proj exp : meal"
"JL DARLING 253-922-5000 WA","dispersement : fb"
"JL DARLING 253-922-5000 WA","personal : clothing"
"JO-ANN STORE #2","charity : church"
"JO-ANN STORE #2336","charity : church"
"JOANN STORES #","dispersement : fb"
"JOANN STORES #","personal : household"
"JOANN STORES #2336","charity : stmarys"
"JOANN STORES #2336","dispersement : fb"
"JOANN STORES #2336","personal : household"
"Joe Sbar","salary : fbreen"
"Joey Brairil","salary : fbreen"
"John McCullough","salary : fbreen"
"JOHNSON CITY Z49010754 JOHNSTON ","auto : gas"
"JORDAN'S CITGO KWIK STOP BLYTHEV","auto : gas"
"JOSES MEXICAN RESTAURA","personal : dining"
"JUDY AND COMPANY","salary : fbreen"
"KANKAKEE FRFLD INN KANKAKEE IL","proj exp : lodging"
"KC ","charity : kofc"
"KC 649",charity
"KC 649","charity : kofc"
"KC Charities","charity : kofc"
"KC Hall 649",charity
"KC Michigan State Council","charity : kofc"
"KEWADIN CASINO","salary : fbreen"
Keystone,"sub : laboratory"
"KFC J718185 BENTON IL","proj exp : meal"
"KNIGHTS GEAR ONLINE 877-2476792 ","charity : reimbursed"
"KNIGHTS OF COLUM INS. PREM","insurance : life : fb"
"KOCH REMEDIATION PAYMENTS","account : ar"
kofc,"charity : kofc"
KofC,"insurance : life : mb"
"KofC Council - Pasties","charity : kofc"
"KofC Insurance","insurance : life : fb"
"KOHL'S #1522","dispersement : fb"
"KOHL'S #1522","personal : household"
"KRIST FOOD MART","proj exp : meal"
"KRIST FOOD MART #40","auto : gas"
"KRIST FOOD MART #40 SAULT STE MA","auto : gas"
"KRIST FOOD MART #40 SAULT STE MA","proj exp : meal"
"KRIST OIL 3*","auto : gas"
"KRIST OIL 3* MARQUETTE MI","auto : gas"
"KRIST OIL 3* SAULT SAINTE MI","auto : gas"
"KRIST OIL 3* SAULT SAINTE MI ","auto : gas"
"KRIST OIL 35","auto : gas"
"KRIST OIL CO INC 0","auto : gas"
"KROGER #404 FLINT MI ","proj exp : meal"
"KROGER FUEL #9404 FLINT MI ","proj exp : meal"
"KWIK TRIP 65200006528 FOND DU LA","auto : gas"
"LAKE LANSING MO","auto : gas"
"LAKE SUPERIOR S","salary : fbreen"
"LAKE SUPERIOR ST UNVST","salary : fbreen"
"LAKE SUPERIOR ST UNVST SAULT S M","equipment : office supplies"
"Lake Superior State Payroll","payroll : fbreen : lssu"
"Langendorf & Associates","prof serv : accounting"
"Larry - ACAD","sub : acad"
"late fee","mortgage : parnell : fee"
"late fee waiver","mortgage : parnell : fee"
"late fees","mortgage : depot : fee"
"LAWSON'S M-51 SERVICE PAW PAW MI","proj exp : gas"
"LEWINSKI & BREWS BILL PAYMT 0514","mhb : legal"
"Liberty Committee","charity : kofc"
LIFETOUCHPHOTOG,"salary : fbreen"
"LINGO INFORMATIO","utility : phone"
"LinkedIn 4183337174 lnkd.855-653","equipment : computer"
"LINKEDIN 7853050436","equipment : computer"
"LINKEDIN 7953477996","equipment : computer"
"LINKEDIN 8087360676","equipment : computer"
"LINKEDIN 8212173726","equipment : computer"
"LINKEDIN PRE*381138026","equipment : computer"
"LINKEDIN-424*6627464 LNKD.IN/BIL","equipment : computer"
"LITTLE CAESARS","salary : fbreen"
"LITTLE CAESARS 1324 00","dispersement : fb"
"LITTLE CAESARS 1324 00","personal : dining"
"LITTLE CAESARS 1324 00","salary : fbreen"
"LITTLE CAESARS 1324 0001 SAULT S","dispersement : fb"
"LITTLE CAESARS 1324 0001 SAULT S","personal : dining out"
"Loan Acct. 50083-1","mortgage : parnell"
"Loan Payment","mortgage : baird"
"Loan Payment","mortgage : parnell"
"Loan Payment","mortgage : parnell : note3"
"LOCK CITY HOME CTR SAULT SAINTE ","dispersement : fb"
"LOCK CITY HOME CTR SAULT SAINTE ",personal
"Lori Langendorf CPA","mhb : accountant"
"LOVE S COUNTRY00002402 PORT ALLE","auto : gas"
"LOVE S COUNTRY00005132 MATTHEWS ","proj exp : meal"
"LOVE S TRAVEL 00002543 MOORESVIL","auto : gas"
"LOVE S TRAVEL 00006635 PORT BARR","proj exp : meal"
"LOVE S TRAVEL 00095513 ANGOLA IN","proj exp : gas"
"LOVES TRAVEL S00006437 SIKESTON ","proj exp : meal"
LSSU,"fbreen : tuition"
LSSU,"tuition : fb4"
LSSU,"tuition : mcbreen"
"LSSU TICKETING & EVENT","dispersement : fb"
"LSSU TICKETING & EVENT","personal : entertainment"
"LSSU TICKETING & EVENT","salary : fbreen"
"Lucy DeWildt","salary : fbreen"
"LYNN AUTO PARTS - SPUR SAULT STE","proj exp : field equipment"
"MACKINAC GRILLE SAINT IGNACE MI","dispersement : fb"
"MACKINAC GRILLE SAINT IGNACE MI","personal : dining out"
"MACKINAC OLD TIME PHOTO MACKINAC","dispersement : fb"
"MACKINAC OLD TIME PHOTO MACKINAC","personal : vacation"
"MAINTENANCE FEE","bank : fee"
"MARATHON PETRO","auto : gas"
"MARATHON PETRO SAULT STE. MA MI ","proj exp : gas"
"MARATHON PETRO111070 CLARE MI ","proj exp : gas"
"MARATHON PETRO112052 SAULT STE. ","auto : gas"
"MARATHON PETRO112052 SAULT STE. ","proj exp : gas"
"MARATHON PETRO151787 PIGEON FORG","auto : gas"
"MARATHON PETRO178590 WATERS MI","auto : gas"
"MARATHON PETRO192450","auto : gas"
"MARATHON PETRO203695 NAUBINWAY M","auto : gas"
"MARATHON PETRO203885 TOPINABEE M","proj exp : gas"
"MARATHON PETRO204560 MARION IN","auto : gas"
"MARATHON PETRO21402 GAYLORD MI","auto : gas"
"MARATHON PETRO261354","auto : gas"
"MARATHON PETRO261354 SAULT STE. ","auto : gas"
"MARATHON PETRO261354 SAULT STE. ","proj exp : gas"
"MARATHON PETRO261354O","auto : gas"
"MARATHON PETRO261354O SAULT STE.","auto : gas"
"MARATHON PETRO60996 GRAYLING MI ","proj exp : gas"
"MARATHON PETRO88609 LEXINGTON KY","auto : gas"
"MARQUETTE BIG BOY","bgm : proj exp : dining"
"Mary Catherine Breen","bgm : mcbreen"
"Mary Catherine Breen","salary : fbreen"
"MARY'S BISTRO MACKINAC ISLA MI","dispersement : fb"
"MARY'S BISTRO MACKINAC ISLA MI","personal : vacation"
"MB Loan","account : csb"
"MB Loan","loan : mb"
"MB Loan","loan : michelle"
"MC Breen","tuition : mcbreen"
"MCALISTER'S #1033 GRENADA MS","proj exp : meal"
McCoullough,"salary : fbreen"
"MCDONALD'S F16997 HOUGHTON LAKE ","proj exp : meal"
"MCDONALD'S F17236 NEWBERRY MI","proj exp : meal"
"MCDONALD'S F18237 CASEY IL","proj exp : meal"
"MCDONALD'S F20385 PORTAGEVILLE M","proj exp : meal"
"MCDONALD'S F23412 ANGOLA IN ","proj exp : meal"
"MCDONALD'S F26195 BLYTHEVILLE AR","proj exp : meal"
"MCDONALD'S F296","proj exp : meal"
"MCDONALD'S F35775 JELLICO TN","proj exp : meal"
"MCDONALD'S F5353","dispersement : fb"
"MCDONALD'S F5353","personal : dining"
"MCDONALD'S F5353","proj exp : meal"
"MCDONALD'S F5896 ST. IGNACE MI","proj exp : meal"
"MCDONALDS M6126 AUBURN IN","proj exp : meal"
"MEIJER # 052","personal : household"
"MEIJER # 052","salary : fbreen"
"MEIJER # 293","dispersement : fb"
"MEIJER # 293","personal : groceries"
"MEIJER # 293","personal : household"
"MEIJER # 293","proj exp : meal"
"MEIJER # 293","salary : fbreen"
"MEIJER INC #136 Q01 ANDERSON IN","proj exp : meal"
"MEIJER STORE #293","dispersement : fb"
"MEIJER STORE #293","personal : groceries"
"MEIJER STORE #293 SAULT SAINTE M","dispersement : fb"
"MEIJER STORE #293 SAULT SAINTE M",household
"MEIJER STORE #293 SAULT SAINTE M",na
"MERCHANDISE RET AIRBNB * HM3YRTD","proj exp : lodging"
"MERCHANDISE RET AIRBNB * HMYH59N","proj exp : lodging"
"MERCHANDISE RET HELLOFRESH.C","dispersement : fb"
"MERCHANDISE RET HELLOFRESH.C","personal : groceries"
"MERCHANDISE RET POSHMARK","dispersement : fb"
"MERCHANDISE RET POSHMARK","salary : fbreen"
"MERCHANDISE RET WAL-MART #1936","personal : household"
"MERCHANDISE RET YPS*HOMEAWAY HA-","dispersement : fb"
"MERCHANDISE RET YPS*HOMEAWAY HA-","salary : fbreen"
"MERCHANDISE RET YPS*HOMEAWAY HA-",unknown
"Merchants Credit Guide Co.","medical : general"
"MGH CENTRAL BIL","medical : general"
"MHB Properties","account : mhb"
"MHB Properties LLC","account : mhb"
"Mi Dept. of Treasury","tax : state"
"Mi Right to Life","charity : rtl"
"MI Sec. of State","auto : registration"
"Mi. Dept. of Treasury","tax : state"
"MICHAELS STORES 5807","dispersement : fb"
"MICHAELS STORES 5807","personal : household"
"MIchelle Breen","bgm : mbreen"
"Michelle Breen","bgm : mbreen"
"Michelle Breen","dispersement : fb"
"Michelle Breen","loan : mb"
"MIchelle Breen","mhb : mbreen"
"Michelle Breen","mhb : mbreen"
"Michelle Breen","salary : fbreen"
"MIchelle Breen - ","mhb : mbreen"
"Michelle Breen - ","mhb : mbreen"
"Michigan Right to Life","charity : rtl"
"MICROBAC LABO PAYMENT","bgm : sub : laboratory"
"MICROSOFT*MICROSOFT 36","bgm : equipment : software : license"
"MIDWEST GEOSCIENCE GRO","bgm : prof : training"
"MIDWEST GEOSCIENCE GROUP 763-607","prof : training"
"MIDWEST GEOSCIENCE GROUP 763-607","proj : training"
"MIKE S GARAGE","auto : maintenance"
"MISSION POINT OUTLET","personal : dining"
"Mitch Paypal Account","salary : fbreen"
"MOBILEXPRESS J","auto : maintenance"
"MOC S -DU-LOCK","salary : fbreen"
"MOLONEYS ALLEY","dispersement : fb"
"MOLONEYS ALLEY","personal : dining"
"MOLONEYS ALLEY","salary : fbreen"
"MOLONEYS ALLEY SAULT SAINTE MI","dispersement : fb"
"MOLONEYS ALLEY SAULT SAINTE MI","personal : dining out"
"MOLONEYS ALLEY SAULT SAINTE MI ",na
"MONK MANUAL MONKMANUAL.CO OH","equipment : office supplies"
"MONTHLY CHECKING FEE","fee : bank"
"MONTHLY SERVICE FEE","bank : fee"
"MONTHLY SERVICE FEE","fee : bank"
"NATIONAL OFFICE PRODUC","equipment : office supplies"
"NATIONAL OFFICE PRODUCTS SAULTSA","equipment : office supplies"
"NATIONAL PRO LIFE ALLIAN 7033219","charity : rtl"
NATIONWIDE,"insurance : gen-prof liab"
"NATIONWIDE - COM BILL PAY","insurance : gen-prof liability"
"NEPHEWS OF MACKINAC MACKINAC ISL","dispersement : fb"
"NEPHEWS OF MACKINAC MACKINAC ISL","personal : vacation"
"NIKLAS WOODARD SENDER 652483856 ","mhb : income : rent : 905brown"
"NIU OUTREACH","bgm : prof : training"
"NIU OUTREACH 815-753-5927 IL","prof : training"
"NIU OUTREACH 815-753-5927 IL","prof training"
"NON-HUNTINGTON ATM WITHDRAWAL FE","fee : atm"
"NON-HUNTINGTON CASH WITHDRAWAL","account : cash"
"NON-HUNTINGTON CASH WITHDRAWAL","loan : mb"
"North Country Excavating","salary : fbreen"
OConnor,"medical : general"
"OD PROTECTION TRANSFER FROM CRED","account : personal"
"OD PROTECTION TRANSFER FROM CRED","credit : voice"
"OFFICE DEPOT # 2745 LAFAYETTE LA","equipment : office supplies"
"OFFICE DEPOT #385 LAFAYETTE LA ","proj exp : maps"
"OFFICE DEPOT #629 SOUTH HAVEN MS","equipment : office supplies"
"OFFICEMAX/OFFICE DEPOT643 MARQUE","equipment : office supplies"
"OJIBWA EXPRESS CON MARQUETTE MI","equipment : office supplies"
"Online Transfer From 00000041055","account : health"
"ONLINE TRANSFER FROM XXXXX1354","account : medical"
"ONLINE TRANSFER TO XXXXX5176","account : tax"
ONSTAR,"telecom : onstar"
OnStar,"telecom : onstar"
"OnStar 888-4ONSTAR MI","telecom : onstar"
"OnStar 888-4ONSTAR MI ","telecom : onstar"
"ONSTAR DATA PLA","telecom : onstar"
"OPTOM EYE CARE","medical : eye"
"ORDER OF THE PAYMENT","personal : household"
other,"mortgage : depot : other"
"OVERDRAFT FEE","bank : fee"
"OVERDRAFT FEE","fee : bank"
"OVERDRAFT FEE FOR OVERDRAFT CHEC","bank : fee"
"OVERDRAFT ITEM FEE","fee : bank"
"PAK N SHIP XPRE","proj exp : shipping"
"PAK N SHIP XPRESS SAULT S MARIE ","proj exp : shipping"
"PAK N SHIP XPRESS SAULT SAINTE M","proj exp : shipping"
"PAK N SHIP XPRESS SAULT STE. MA ","proj exp : shipping"
"PANERA BREAD 606032 EFFINGHAM IL","proj exp : meal"
"PARKER ACE HAR","proj exp : field equipment"
"PARKER ACE HARD","proj exp : field equipment"
"PARKER ACE HARDWARE","dispersement : fb"
"PARKER ACE HARDWARE","personal : household"
"PARKER ACE HARDWARE","proj exp : field equipment"
"Parker ACE Hardware","salary : fbreen"
"PARKER ACE HARDWARE SAULT SAINTE","dispersement : fb"
"PARKER ACE HARDWARE SAULT SAINTE","equipment : office furniture"
"PARKER ACE HARDWARE SAULT SAINTE",household
"PARKER ACE HARDWARE SAULT SAINTE","proj exp : field equipment"
"PARKERS HARDWA","mhb : maintenance : 711pine"
"PARKERS HARDWARE","mhb : maintenance : 711pine"
PARMERS,"salary : fbreen"
"PAT'S FOODS","personal : groceries"
"Pat’s Lock and Key","equipment : office supplies"
payee_pattern,allocate
payee_pattern,allocate_account
Payment,"asset : 711pine"
Payment,"asset : 819helen"
Payment,"asset : 905brown"
"Payment By Funds Transfer","account : personal"
